City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
299,Severo-Kurilsk,RU,50.6789,156.125,28.35,84,100,11.23,Snow : light snow
300,Nipawin,CA,53.3668,-104.0009,-7.56,77,40,8.05,Clouds : scattered clouds
301,Hambantota,LK,6.1241,81.1185,75.36,80,4,16.04,Clear : clear sky
302,Cordoba,AR,-31.4135,-64.1811,72.43,61,75,8.01,Clouds : broken clouds
303,Roma,US,43.2128,-75.4557,18.88,69,0,14.97,Clear : clear sky
304,Andreapol,RU,56.6513,32.2664,19.89,95,100,9.73,Snow : snow
305,Saldanha,ZA,-33.0117,17.9442,87.85,71,8,8.03,Clear : clear sky
306,Hirara,JP,24.8,125.2833,60.91,70,100,19.71,Clouds : overcast clouds
307,Cabo San Lucas,MX,22.8909,-109.9124,69.62,63,0,2.3,Clear : clear sky
308,Berbera,SO,10.4396,45.0143,76.95,60,84,3.6,Clouds : broken clouds
309,Anamur,TR,36.0751,32.8369,48.22,58,11,6.46,Clouds : few clouds
310,Panguna,PG,-6.3164,155.4848,69.76,96,99,0.85,Rain : light rain
311,Sonoita,MX,31.85,-112.8333,54.54,13,3,5.75,Clear : clear sky
312,Pacific Grove,US,36.6177,-121.9166,61.81,59,0,3.0,Clear : clear sky
313,Krasnouralsk,RU,58.3638,60.0407,19.04,96,100,7.23,Clouds : overcast clouds
314,Cap Malheureux,MU,-19.9842,57.6142,80.47,80,100,10.0,Clouds : overcast clouds
315,Jining,CN,35.405,116.5814,28.36,36,34,1.28,Clouds : scattered clouds
316,Tsumeb,NA,-19.2333,17.7167,72.95,95,81,12.64,Rain : moderate rain
317,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,78,99,12.46,Clouds : overcast clouds
318,Sinnamary,GF,5.3833,-52.95,79.12,83,96,9.55,Rain : light rain
319,Pandan,PH,14.0453,124.1694,76.6,80,100,15.75,Clouds : overcast clouds
320,Luganville,VU,-15.5333,167.1667,78.64,86,100,5.12,Clouds : overcast clouds
321,Along,IN,28.1667,94.7667,46.96,97,98,1.97,Rain : moderate rain
322,Cockburn Town,TC,21.4612,-71.1419,78.76,57,40,18.41,Clouds : scattered clouds
323,Ixtapa,MX,20.7,-105.2,74.43,64,75,3.44,Clouds : broken clouds
324,Ondjiva,AO,-17.0667,15.7333,67.66,71,100,6.85,Clouds : overcast clouds
325,Carutapera,BR,-1.195,-46.02,80.37,86,100,7.4,Clouds : overcast clouds
326,Bafq,IR,31.6128,55.4107,53.22,17,18,10.51,Clouds : few clouds
327,Nicholasville,US,37.8806,-84.573,24.39,72,47,1.1,Clouds : scattered clouds
328,Grand Forks,US,47.9417,-97.4337,8.78,85,100,11.5,Snow : snow
329,Sorland,NO,67.667,12.6934,38.3,78,92,27.38,Clouds : overcast clouds
330,Chaozhou,CN,23.6651,116.6379,55.26,79,99,4.18,Clouds : overcast clouds
331,Brae,GB,60.3964,-1.353,39.11,63,95,36.71,Clouds : overcast clouds
332,Manoel Urbano,BR,-8.8389,-69.2597,82.8,75,100,2.84,Clouds : overcast clouds
333,Vilhena,BR,-12.7406,-60.1458,84.42,65,75,9.22,Clouds : broken clouds
334,Bagdarin,RU,54.4333,113.6,-13.54,97,8,3.98,Clear : clear sky
335,Arlit,NE,18.7369,7.3853,70.59,10,0,9.13,Clear : clear sky
336,San Policarpo,PH,12.1791,125.5072,80.1,71,90,15.88,Clouds : overcast clouds
337,Quatre Cocos,MU,-20.2078,57.7625,80.1,85,100,18.75,Rain : light rain
338,Kieta,PG,-6.2167,155.6333,80.22,84,96,7.38,Clouds : overcast clouds
339,Harper,LR,4.375,-7.7169,81.82,73,78,9.37,Clouds : broken clouds
340,Darab,IR,28.7519,54.5444,52.11,73,3,6.11,Clear : clear sky
341,Panaba,MX,21.2833,-88.2667,76.77,75,58,15.64,Clouds : broken clouds
342,Mtwara,TZ,-10.2667,40.1833,79.12,73,88,5.73,Clouds : overcast clouds
343,Marapanim,BR,-0.7175,-47.6997,79.16,90,94,5.84,Rain : light rain
344,Seymchan,RU,62.8833,152.4333,-40.61,100,59,0.83,Clouds : broken clouds
345,Batemans Bay,AU,-35.7167,150.1833,64.09,82,90,8.08,Clouds : overcast clouds
346,Iquique,CL,-20.2208,-70.1431,73.44,69,2,6.89,Clear : clear sky
347,Longyearbyen,SJ,78.2186,15.6401,10.24,61,20,24.16,Clouds : few clouds
348,Yamasaki,JP,35.0,134.55,33.42,68,13,11.9,Clouds : few clouds
349,Port-Cartier,CA,50.0334,-66.8654,8.74,65,100,7.45,Clouds : overcast clouds
350,Sao Miguel Do Tapuio,BR,-5.5036,-41.3233,87.87,52,51,4.68,Clouds : broken clouds
351,Touros,BR,-5.1989,-35.4608,88.7,54,18,13.49,Clouds : few clouds
352,Ati,TD,13.2154,18.3353,72.55,13,4,10.87,Clear : clear sky
353,Berlevag,NO,70.8578,29.0864,24.3,84,100,25.14,Clouds : overcast clouds
354,Deputatskiy,RU,69.3,139.9,-30.35,97,100,3.53,Clouds : overcast clouds
355,Sunrise Manor,US,36.2111,-115.0731,54.45,24,0,1.99,Clear : clear sky
356,Zamora,EC,-4.0692,-78.9567,83.44,80,70,2.06,Rain : moderate rain
357,Newport,GB,51.5877,-2.9984,51.26,80,100,8.99,Clouds : overcast clouds
358,Puerto Concordia,CO,2.6221,-72.7572,90.59,40,54,4.43,Clouds : broken clouds
359,Pimenta Bueno,BR,-11.6725,-61.1936,82.78,82,99,4.99,Clouds : overcast clouds
360,Marawi,PH,7.9986,124.2928,67.64,91,29,2.19,Clouds : scattered clouds
361,San Angelo,US,31.4638,-100.437,40.64,50,0,3.0,Clear : clear sky
362,Meulaboh,ID,4.1363,96.1285,75.97,88,100,7.7,Clouds : overcast clouds
363,Rio Blanco,MX,18.8333,-97.15,54.64,89,100,5.1,Clouds : overcast clouds
364,Bereda,ES,43.2686,-7.5406,52.0,80,5,4.97,Clear : clear sky
365,Dali,CN,25.7,100.1833,41.83,92,62,4.56,Rain : light rain
366,Jalu,LY,29.0331,21.5482,58.28,45,0,3.0,Clear : clear sky
367,Gangarampur,IN,25.4,88.5167,56.7,83,1,5.5,Clear : clear sky
368,Tommot,RU,58.9564,126.2925,-10.1,100,100,2.51,Clouds : overcast clouds
369,Windhoek,NA,-22.5594,17.0832,64.89,94,100,3.44,Rain : light rain
370,Tazovskiy,RU,67.4667,78.7,-6.54,100,97,7.31,Clouds : overcast clouds
371,Labuhan,ID,-6.8844,112.2051,78.33,87,100,7.16,Clouds : overcast clouds
372,Cuitlahuac,MX,18.8167,-96.7167,56.07,78,100,1.66,Clouds : overcast clouds
373,Lasa,IT,46.6166,10.7002,40.62,75,12,4.88,Clouds : few clouds
374,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,86.63,61,81,2.17,Rain : moderate rain
375,Kresttsy,RU,58.2452,32.5165,20.52,95,100,10.54,Snow : snow
376,Maragogi,BR,-9.0122,-35.2225,83.68,61,85,10.74,Clouds : overcast clouds
377,Ukiah,US,39.1502,-123.2078,60.96,69,100,0.87,Clouds : overcast clouds
378,Payakumbuh,ID,-0.2202,100.6308,69.35,99,100,1.63,Clouds : overcast clouds
379,Provins,FR,48.5833,3.1667,46.85,79,28,9.33,Clouds : scattered clouds
380,Hasaki,JP,35.7333,140.8333,27.0,34,56,8.72,Clouds : broken clouds
381,Atar,MR,20.5169,-13.0499,88.02,6,0,3.42,Clear : clear sky
382,Glens Falls,US,43.3095,-73.644,22.41,63,0,1.01,Haze : haze
383,Tual,ID,-5.6667,132.75,83.23,75,100,8.99,Clouds : overcast clouds
384,Sechura,PE,-5.5569,-80.8222,83.34,52,60,10.98,Clouds : broken clouds
385,Kutum,SD,14.2,24.6667,59.97,16,10,11.92,Clear : clear sky
386,Papara,BR,-3.9839,-38.7273,84.6,61,49,8.05,Clouds : scattered clouds
387,Balabac,PH,7.9868,117.0645,80.15,82,96,21.56,Clouds : overcast clouds
388,Ust-Omchug,RU,61.15,149.6333,-17.1,84,59,4.29,Clouds : broken clouds
389,Batagay,RU,67.6333,134.6333,-41.55,99,79,1.32,Clouds : broken clouds
390,El Vigia,VE,8.6219,-71.6506,86.47,56,45,5.19,Clouds : scattered clouds
391,Valparaiso,CL,-33.0393,-71.6273,73.63,62,0,9.22,Clear : clear sky
392,Champerico,GT,14.3,-91.9167,91.94,56,2,10.33,Clear : clear sky
393,Chibuto,MZ,-24.6867,33.5306,74.26,82,37,10.4,Rain : light rain
394,Ust-Barguzin,RU,53.45,108.9833,0.64,98,96,4.25,Clouds : overcast clouds
395,Rabo De Peixe,PT,37.8,-25.5833,62.11,72,20,18.41,Clouds : few clouds
396,Port-Gentil,GA,-0.7193,8.7815,80.24,75,9,10.42,Clear : clear sky
397,Benguela,AO,-12.5763,13.4055,77.25,68,67,6.53,Clouds : broken clouds
398,Shchors,UA,51.8186,31.945,31.64,98,100,13.35,Snow : light snow
399,Kokopo,PG,-4.352,152.2633,75.81,81,43,4.12,Clouds : scattered clouds
400,Siguiri,GN,11.6667,-9.5,90.99,8,0,4.52,Clear : clear sky
401,Taperoa,BR,-7.2075,-36.8267,93.24,25,23,8.21,Clouds : few clouds
402,Lyuban,BY,52.7985,28.0048,33.93,82,100,16.11,Clouds : overcast clouds
403,Henties Bay,NA,-22.116,14.2845,69.85,79,9,7.2,Clear : clear sky
404,Hay River,CA,60.8156,-115.7999,-7.62,77,75,2.3,Snow : light snow
405,Rawson,AR,-43.3002,-65.1023,63.0,44,0,11.7,Clear : clear sky
406,Kaeo,NZ,-35.1,173.7833,72.32,98,96,6.87,Clouds : overcast clouds
407,Inta,RU,66.0317,60.1659,-12.68,97,39,3.98,Clouds : scattered clouds
408,Nichinan,JP,31.6,131.3667,37.76,69,8,9.57,Clear : clear sky
409,Auce,LV,56.4598,22.9017,36.05,87,97,12.01,Clouds : overcast clouds
410,Hailar,CN,49.2,119.7,-9.56,92,99,5.64,Clouds : overcast clouds
411,Broome,US,42.2506,-75.833,18.66,70,40,3.0,Clouds : scattered clouds
412,Port Shepstone,ZA,-30.7414,30.455,72.64,75,100,10.33,Clouds : overcast clouds
413,Florencia,IT,43.7667,11.25,56.25,84,0,1.14,Clear : clear sky
414,Mizan Teferi,ET,6.9833,35.5833,66.38,69,90,2.04,Rain : light rain
415,Urucui,BR,-7.2294,-44.5561,87.67,59,64,5.97,Clouds : broken clouds
416,Tigil,RU,57.8,158.6667,5.13,83,67,6.42,Clouds : broken clouds
417,Maarianhamina,AX,60.0973,19.9348,33.66,80,0,6.91,Clear : clear sky
418,Killybegs,IE,54.6333,-8.45,46.45,85,100,29.21,Clouds : overcast clouds
419,Kibaya,TZ,-5.3,36.5667,59.29,90,100,3.27,Clouds : overcast clouds
420,Caranavi,BO,-15.8167,-67.55,72.23,94,100,2.98,Rain : light rain
421,Yar-Sale,RU,66.8333,70.8333,-10.19,100,75,2.86,Clouds : broken clouds
422,Nizhneangarsk,RU,55.7833,109.55,1.72,95,100,2.73,Clouds : overcast clouds
423,Lavrentiya,RU,65.5833,-171.0,-18.38,93,29,9.42,Clouds : scattered clouds
424,Puerto Carreno,CO,6.189,-67.4859,91.38,43,20,3.44,Clouds : few clouds
425,Crestview,US,30.7621,-86.5705,47.77,50,0,8.99,Clear : clear sky
426,Gillette,US,44.2911,-105.5022,42.82,33,100,11.01,Clouds : overcast clouds
427,Astana,KZ,51.1801,71.446,3.15,72,0,11.18,Clear : clear sky
428,Krasnoarmeysk,RU,51.0239,45.6969,11.62,95,74,11.01,Clouds : broken clouds
429,Brattleboro,US,42.8509,-72.5579,22.14,76,53,4.0,Clouds : broken clouds
430,Salekhard,RU,66.53,66.6019,-19.89,100,32,0.49,Clouds : scattered clouds
431,Bandundu,CD,-3.3167,17.3667,78.42,72,15,3.65,Clouds : few clouds
432,Ust-Kut,RU,56.7938,105.7672,18.84,95,100,6.15,Snow : light snow
433,Puerto Escondido,MX,15.85,-97.0667,83.23,69,0,4.61,Clear : clear sky
434,Ozernovskiy,RU,51.5,156.5167,26.01,87,100,5.84,Clouds : overcast clouds
435,Aklavik,CA,68.2191,-135.0107,-31.97,66,40,3.44,Clouds : scattered clouds
436,Saint-Augustin,CA,51.226,-58.6502,5.36,93,100,16.46,Snow : light snow
437,Goose Creek,US,32.981,-80.0326,54.9,47,40,1.99,Clouds : scattered clouds
438,Faya,SA,18.3851,42.4509,57.31,77,6,3.62,Clear : clear sky
439,Ribeira Brava,PT,32.65,-17.0667,73.13,39,2,13.06,Clear : clear sky
440,Russell,US,32.3502,-85.1999,46.38,45,0,8.41,Clear : clear sky
441,Shar,KZ,49.5886,81.0453,-8.52,92,4,4.97,Clear : clear sky
442,Acapetahua,MX,15.2833,-92.7,87.8,31,2,5.3,Clear : clear sky
443,Novoagansk,RU,61.9449,76.6625,1.18,98,100,1.61,Clouds : overcast clouds
444,Alice Springs,AU,-23.7,133.8833,58.55,94,0,0.0,Clear : clear sky
445,Ostersund,SE,63.1792,14.6357,25.25,63,73,11.5,Clouds : broken clouds
446,Magistralnyy,RU,56.1725,107.4458,14.81,94,100,6.89,Clouds : overcast clouds
447,Haslev,DK,55.3235,11.9639,40.01,89,100,23.49,Rain : light rain
448,Iracoubo,GF,5.4802,-53.2011,79.7,80,99,9.95,Clouds : overcast clouds
449,Shingu,JP,33.7333,135.9833,38.91,73,20,9.4,Clouds : few clouds
450,Ploemeur,FR,47.7333,-3.4333,49.82,84,20,11.5,Clouds : few clouds
451,Golden,US,39.7555,-105.2211,49.91,36,75,8.01,Clouds : broken clouds
452,Nizwa,OM,22.9333,57.5333,71.22,26,3,1.28,Clear : clear sky
453,Ahuimanu,US,21.4447,-157.8378,68.77,90,20,1.01,Clouds : few clouds
454,Eureka,US,40.8021,-124.1637,51.21,53,65,3.0,Clouds : broken clouds
455,Motygino,RU,58.1831,94.7592,19.0,91,100,10.27,Clouds : overcast clouds
456,Hobbs,US,32.7026,-103.136,43.36,30,0,7.0,Clear : clear sky
457,Ust-Ishim,RU,57.6935,71.1665,19.13,91,100,4.88,Clouds : overcast clouds
458,San Cristobal,VE,7.7669,-72.225,71.78,57,73,0.47,Clouds : broken clouds
459,Pangai,TO,-19.8,-174.35,78.19,86,100,27.11,Rain : moderate rain
460,Bireun,ID,5.203,96.7009,77.47,84,83,2.55,Clouds : broken clouds
461,Evensk,RU,61.95,159.2333,15.87,41,79,20.89,Clouds : broken clouds
462,Vanimo,PG,-2.6741,141.3028,78.04,86,82,6.24,Clouds : broken clouds
463,Talnakh,RU,69.4865,88.3972,-15.11,100,97,3.4,Clouds : overcast clouds
464,Agadez,NE,19.75,10.25,60.98,20,1,5.44,Clear : clear sky
465,Chiang Khong,TH,20.2613,100.4046,68.32,99,40,0.56,Clouds : scattered clouds
466,San Luis,AR,-33.295,-66.3356,67.24,51,91,15.95,Clouds : overcast clouds
467,Pangkalanbuun,ID,-2.6833,111.6167,74.07,96,98,2.39,Clouds : overcast clouds
468,Hindoria,IN,23.9,79.5667,55.85,37,0,3.56,Clear : clear sky
469,Deniliquin,AU,-35.5333,144.9667,66.0,51,29,10.78,Clouds : scattered clouds
470,Asosa,ET,10.0667,34.5333,66.97,30,88,4.99,Clouds : overcast clouds
471,Ponta Delgada,PT,37.7333,-25.6667,63.32,72,20,18.41,Clouds : few clouds
472,Guadix,ES,37.2993,-3.1392,58.35,52,100,1.57,Clouds : overcast clouds
473,Sawtell,AU,-30.3833,153.1,62.92,88,100,13.8,Clouds : overcast clouds
474,San Rafael,AR,-34.6177,-68.3301,59.7,68,100,3.33,Clouds : overcast clouds
475,Apac,UG,1.9756,32.5386,79.52,38,100,7.05,Clouds : overcast clouds
476,Ojinaga,MX,29.5667,-104.4167,44.56,48,0,3.44,Clear : clear sky
477,Pinega,RU,64.7001,43.3936,6.24,92,100,9.15,Clouds : overcast clouds
478,Angoche,MZ,-16.2325,39.9086,79.7,78,85,11.41,Clouds : overcast clouds
479,Pundaguitan,PH,6.3711,126.1689,80.13,79,41,19.44,Clouds : scattered clouds
480,Lorengau,PG,-2.0226,147.2712,80.24,80,47,7.72,Clouds : scattered clouds
481,Asau,RO,46.4333,26.4,37.76,92,58,3.38,Clouds : broken clouds
482,Porto Novo,BJ,6.4965,2.6036,85.82,69,3,8.57,Clear : clear sky
483,Caravelas,BR,-17.7125,-39.2481,81.55,70,42,10.02,Clouds : scattered clouds
484,Majenang,ID,-7.2975,108.7642,75.56,96,96,1.7,Clouds : overcast clouds
485,College,US,64.8569,-147.8028,1.35,77,75,3.44,Clouds : broken clouds
486,Bella Union,UY,-30.2752,-57.6007,93.24,22,1,16.71,Clear : clear sky
487,Mangrul Pir,IN,20.3167,77.35,66.29,21,9,6.46,Clear : clear sky
488,Ballina,AU,-28.8667,153.5667,71.56,80,75,14.97,Clouds : broken clouds
489,Muriwai Beach,NZ,-36.8167,174.45,72.36,96,100,8.43,Rain : light rain
490,Mogzon,RU,51.7435,111.9606,-14.53,100,81,1.25,Clouds : broken clouds
491,Bogorodskoye,RU,56.55,37.8833,5.22,99,75,5.17,Clouds : broken clouds
492,Praia,CV,14.9215,-23.5087,82.94,32,0,20.71,Clear : clear sky
493,Acajutla,SV,13.5928,-89.8275,88.81,45,0,5.93,Clear : clear sky
494,Namtsy,RU,62.7161,129.6658,-27.29,100,99,1.23,Clouds : overcast clouds
495,Chiang Rai,TH,19.9167,99.9167,67.98,96,75,4.61,Clouds : broken clouds
496,Matay,EG,28.419,30.7792,55.74,49,0,7.85,Clear : clear sky
497,Oltu,TR,40.5498,42.0013,5.99,89,71,7.27,Clouds : broken clouds
498,Broken Hill,AU,-31.95,141.4333,69.51,40,5,12.66,Clear : clear sky
499,Tiznit,MA,29.5833,-9.5,66.85,29,62,5.3,Clouds : broken clouds
500,Gejiu,CN,23.306,103.1635,39.97,96,85,5.08,Clouds : overcast clouds
501,Grindavik,IS,63.8424,-22.4338,28.35,80,75,6.91,Clouds : broken clouds
502,Walvis Bay,NA,-22.9575,14.5053,70.75,73,9,5.75,Rain : light rain
503,Jaciara,BR,-15.9653,-54.9683,86.68,63,71,5.12,Clouds : broken clouds
504,Berdigestyakh,RU,62.0989,126.6992,-21.21,100,99,0.76,Clouds : overcast clouds
505,Wewak,PG,-3.5534,143.6268,78.69,86,99,10.49,Clouds : overcast clouds
506,Kunjah,PK,32.5285,73.9737,50.04,58,77,3.09,Clouds : broken clouds
507,Los Llanos De Aridane,ES,28.6585,-17.9182,66.13,80,20,1.99,Clouds : few clouds
508,Todos Santos,MX,23.45,-110.2167,69.12,62,19,5.66,Clouds : few clouds
509,Gravdal,NO,68.1214,13.5031,37.9,82,94,24.45,Rain : light rain
510,Aguia Branca,BR,-18.9831,-40.7403,79.25,86,91,8.21,Clouds : overcast clouds
511,Nizhniy Kuranakh,RU,58.8353,125.4869,-10.61,100,100,3.42,Clouds : overcast clouds
512,Sao Filipe,CV,14.8961,-24.4956,75.0,68,0,9.78,Clear : clear sky
513,Kozova,UA,49.4354,25.1509,30.52,93,97,12.5,Clouds : overcast clouds
514,Fort Nelson,CA,58.8053,-122.7002,-4.41,71,75,4.61,Clouds : broken clouds
515,General Pico,AR,-35.6566,-63.7568,75.27,35,60,15.21,Clouds : broken clouds
516,Xining,CN,36.6167,101.7667,12.43,91,100,2.95,Snow : light snow
517,Leningradskiy,RU,69.3833,178.4167,-20.99,96,9,4.79,Clear : clear sky
518,Baillif,GP,16.0202,-61.7463,78.64,68,37,8.3,Clouds : scattered clouds
519,Nisia Floresta,BR,-6.0911,-35.2086,88.61,51,42,11.7,Clouds : scattered clouds
520,Aranda De Duero,ES,41.6704,-3.6892,40.51,61,26,12.19,Clouds : scattered clouds
521,Aswan,EG,24.0934,32.907,57.4,39,0,11.41,Clear : clear sky
522,Bell Ville,AR,-32.6259,-62.6887,74.98,46,82,20.38,Clouds : broken clouds
523,Nuevitas,CU,21.5453,-77.2644,85.44,46,0,11.56,Clear : clear sky
524,Toora-Khem,RU,52.4675,96.11,-9.71,99,96,1.16,Clouds : overcast clouds
525,Jiayuguan,CN,39.8167,98.3,14.31,42,100,7.85,Clouds : overcast clouds
526,San Felipe,VE,10.3399,-68.7425,88.75,38,9,9.19,Clear : clear sky
527,Ta Khmau,KH,11.4833,104.95,80.65,61,40,4.61,Clouds : scattered clouds
528,Nargana,PA,9.4428,-78.5906,81.54,71,51,13.62,Clouds : broken clouds
529,Batesville,US,35.7698,-91.641,36.01,47,0,3.0,Rain : light rain
530,Raudeberg,NO,61.9875,5.1352,38.19,91,100,8.01,Rain : moderate rain
531,Blatnica,BA,44.4864,17.8233,41.41,99,100,2.84,Clouds : overcast clouds
532,Picos,BR,-7.0769,-41.4669,94.59,34,67,7.27,Clouds : broken clouds
533,Flinders,AU,-34.5833,150.8552,67.8,80,99,7.0,Rain : light rain
534,Dunedin,NZ,-45.8742,170.5036,50.81,80,38,6.08,Clouds : scattered clouds
535,Verkhoyansk,RU,67.5447,133.385,-44.9,100,60,1.52,Clouds : broken clouds
536,Shenjiamen,CN,29.9576,122.298,39.0,63,5,14.79,Clear : clear sky
537,Rio Gallegos,AR,-51.6226,-69.2181,71.65,28,0,13.8,Clear : clear sky
538,Kendari,ID,-3.945,122.4989,76.19,93,82,4.27,Clouds : broken clouds
539,Vinh,VN,18.6667,105.6667,60.3,83,100,5.88,Clouds : overcast clouds
540,Shubarshi,KZ,48.5872,57.1869,26.28,95,100,7.0,Clouds : overcast clouds
541,Algiers,DZ,36.7525,3.042,57.02,82,40,8.05,Clouds : scattered clouds
542,Cristalina,BR,-16.7686,-47.6136,77.09,66,96,0.92,Clouds : overcast clouds
543,Maridi,SS,4.9158,29.4742,77.31,19,86,5.08,Clouds : overcast clouds
544,Tokur,RU,53.1333,132.9,-20.02,100,96,2.51,Clouds : overcast clouds
545,Sistranda,NO,63.7256,8.834,35.56,74,81,13.18,Clouds : broken clouds
546,Williams Lake,CA,52.1415,-122.1445,40.57,81,75,1.01,Clouds : broken clouds
547,Marienburg,PL,54.0359,19.0266,40.12,76,99,16.42,Clouds : overcast clouds
548,Valentigney,FR,47.4639,6.8317,41.4,89,6,5.26,Clear : clear sky
549,Entre Rios,BR,-11.9419,-38.0844,90.09,36,94,10.38,Clouds : overcast clouds
550,Sabla,NG,12.7525,4.7077,77.45,12,0,10.07,Clear : clear sky
551,Kushmurun,KZ,52.4503,64.6311,19.53,80,100,9.37,Clouds : overcast clouds
552,Pakxan,LA,18.3778,103.6601,61.54,71,60,4.7,Clouds : broken clouds
553,Lac Du Bonnet,CA,50.2536,-96.0612,6.35,87,100,7.99,Clouds : overcast clouds
554,Tura,IN,25.5198,90.2201,50.95,89,32,1.72,Clouds : scattered clouds
555,Eravur,LK,7.7733,81.6095,75.99,77,11,6.85,Clouds : few clouds
556,Bathurst,AU,-33.4166,149.5806,55.96,82,38,1.99,Clouds : scattered clouds
557,Panacan,PH,9.2463,118.4082,78.31,85,93,19.01,Clouds : overcast clouds
558,Naryan-Mar,RU,67.6713,53.087,-6.86,98,67,9.91,Clouds : broken clouds
559,Akdagmadeni,TR,39.6603,35.8836,15.8,80,28,4.16,Clouds : scattered clouds
560,Shiyan,CN,32.6475,110.7781,36.59,58,99,5.03,Clouds : overcast clouds
561,Krasnoselkup,RU,65.7,82.4667,-9.51,100,72,7.02,Clouds : broken clouds
562,Tongliao,CN,43.6125,122.2653,-0.31,86,36,7.27,Clouds : scattered clouds
563,Bertogne,BE,50.0836,5.6669,40.01,87,58,14.67,Clouds : broken clouds
564,Waipawa,NZ,-41.4122,175.5153,56.03,96,100,13.04,Rain : heavy intensity rain
565,Oriximina,BR,-1.7656,-55.8661,87.53,60,77,1.88,Clouds : broken clouds
566,Bambanglipuro,ID,-7.95,110.2833,62.6,86,93,5.73,Clouds : overcast clouds
567,Beni,CD,0.5,29.4667,70.68,51,100,2.71,Clouds : overcast clouds
568,Tailai,CN,46.3833,123.4,-2.56,86,68,5.75,Clouds : broken clouds
569,Isiro,CD,2.7739,27.616,73.71,32,100,4.25,Clouds : overcast clouds
570,Baker City,US,44.7749,-117.8344,37.65,85,35,2.19,Clouds : scattered clouds
571,Qinzhou,CN,21.95,108.6167,57.18,70,90,3.38,Clouds : overcast clouds
572,Mabaruma,GY,8.2,-59.7833,81.37,73,69,5.64,Clouds : broken clouds
573,Kazerun,IR,29.6195,51.6541,48.83,59,5,4.21,Clear : clear sky
574,Port Hardy,CA,50.6996,-127.4199,40.75,100,100,6.91,Clouds : overcast clouds
575,Casablanca,MA,33.5928,-7.6192,64.62,82,75,8.99,Clouds : broken clouds
576,Narsaq,GL,60.9167,-46.05,7.02,73,0,5.68,Clear : clear sky
577,Santa Cruz Del Sur,CU,20.7147,-77.9956,85.59,37,1,6.73,Rain : moderate rain
578,Kuito,AO,-12.3833,16.9333,59.58,73,100,4.41,Clouds : overcast clouds
579,Abha,SA,18.2164,42.5053,57.02,82,20,4.61,Clouds : few clouds
580,West Wendover,US,40.7391,-114.0733,37.11,39,59,1.28,Clouds : broken clouds
581,Vikulovo,RU,56.8167,70.6107,16.57,84,100,8.55,Clouds : overcast clouds
582,Kousseri,CM,12.0769,15.0306,78.76,11,17,13.8,Dust : dust
583,Puerto Baquerizo Moreno,EC,-0.9,-89.6,81.59,78,40,17.27,Clouds : scattered clouds
584,Gurupa,BR,-1.405,-51.64,81.88,83,97,3.4,Clouds : overcast clouds
585,Acarau,BR,-2.8856,-40.12,84.11,68,86,16.04,Clouds : overcast clouds
586,Chunhuhub,MX,19.55,-88.6833,74.55,79,96,4.92,Clouds : overcast clouds
587,Polunochnoye,RU,60.8697,60.4153,13.91,96,100,5.01,Clouds : overcast clouds
588,Naze,JP,28.3667,129.4833,49.87,68,82,17.02,Clouds : broken clouds
589,Carlisle,US,40.2015,-77.1889,28.56,53,57,5.99,Clouds : broken clouds
590,Colac,AU,-38.3333,143.5833,61.16,81,96,9.82,Clouds : overcast clouds
591,Namatanai,PG,-3.6667,152.4333,79.74,81,82,7.67,Clouds : broken clouds
592,Jiwani,PK,25.05,61.7417,72.48,74,2,11.01,Clear : clear sky
593,Oxapampa,PE,-10.5775,-75.4017,64.78,95,85,2.86,Clouds : overcast clouds
594,Saint-Francois,FR,46.4154,3.9054,38.64,80,0,3.44,Clear : clear sky
595,Mutare,ZW,-18.9707,32.6709,66.02,92,76,1.23,Rain : light rain
596,Acapulco,MX,16.8634,-99.8901,82.22,65,0,6.91,Clear : clear sky
597,Sioux Lookout,CA,50.1001,-91.917,3.58,78,100,11.5,Clouds : overcast clouds
598,Pak Phanang,TH,8.3511,100.202,79.07,85,52,8.48,Clouds : broken clouds
599,Mantua,IT,45.1667,10.7833,50.49,87,1,1.01,Clear : clear sky
600,Surgut,RU,61.25,73.4167,15.98,85,100,8.99,Snow : light snow
601,Birjand,IR,32.8663,59.2211,41.47,81,100,9.22,Mist : mist
602,Kruisfontein,ZA,-34.0033,24.7314,67.89,83,79,20.22,Clouds : broken clouds
603,Fairbanks,US,64.8378,-147.7164,1.36,78,90,0.0,Clouds : overcast clouds
604,Kouango,CF,4.9934,19.9619,83.34,21,78,4.0,Clouds : broken clouds
605,Vostok,RU,46.4856,135.8833,-9.56,99,100,3.04,Clouds : overcast clouds
606,Skelleftea,SE,64.7507,20.9528,24.01,66,0,1.01,Clear : clear sky
607,Mnogovershinnyy,RU,53.9353,139.9242,-2.61,93,100,6.13,Clouds : overcast clouds
608,Half Moon Bay,US,37.4636,-122.4286,59.18,73,0,0.0,Haze : haze
609,Fare,PF,-16.7,-151.0167,80.8,74,8,18.97,Clear : clear sky
610,Bati,ET,11.1833,40.0167,68.2,45,17,8.32,Clouds : few clouds
611,Kommunisticheskiy,RU,61.6789,64.4819,15.17,95,100,6.51,Snow : light snow
